,ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
861141,A-3584435,3,2020-03-18 17:53:36,2020-03-18 18:23:36,32.7804,-96.77406,32.7804,-96.77406,0.0,At 2nd Ave/Exit 47 - Accident. Right lane blocked.,0.0,US-67 N,R,Dallas,Dallas,TX,75226,US,US/Central,KDAL,2020-03-18 17:53:00,77.0,77.0,69.0,29.39,10.0,S,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
875016,A-3598313,4,2020-03-24 16:20:17,2020-03-24 16:52:53,32.45562,-96.84504,32.46951,-96.83894,1.023,Closed between Lofland Rd/Exit 404 and Sterrett Rd/Exit 406 - Road closed due to accident.,0.0,I-35E N,R,Waxahachie,Ellis,TX,75165,US,US/Central,KJWY,2020-03-24 16:15:00,84.0,84.0,21.0,29.07,10.0,W,18.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
875333,A-3598630,1,2020-03-24 15:33:48,2020-03-24 16:53:46,31.75421,-106.3188,31.75421,-106.3188,0.0,At N Lee Trevino Dr - Accident.,0.0,Vista del Sol Dr,R,El Paso,El Paso,TX,79936,US,US/Mountain,KELP,2020-03-24 15:45:00,73.0,73.0,14.0,26.13,10.0,SW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
982366,A-3705693,3,2020-01-29 08:34:05,2020-01-29 09:00:54,32.75908,-96.9174,32.77159,-96.91534,0.873,At I-30 - Accident. Two lanes blocked.,0.0,Loop 12 N,R,Dallas,Dallas,TX,75211,US,US/Central,KRBD,2020-01-29 08:53:00,41.0,33.0,82.0,29.34,7.0,NNW,15.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
872500,A-3595797,3,2020-03-23 18:14:24,2020-03-23 18:44:24,29.81423,-98.00045,29.81423,-98.00045,0.0,At Posey Rd/Exit 199 - Accident. Right lane blocked.,0.0,Trooper Randall Wade Vetter Memorial Hwy,R,San Marcos,Hays,TX,78666,US,US/Central,KHYI,2020-03-23 17:56:00,82.0,82.0,60.0,29.27,10.0,S,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
879228,A-3602526,3,2020-03-26 13:59:39,2020-03-26 14:44:39,29.7844,-95.57326,29.7844,-95.57326,0.0,At Sam Houston Tollway/Exit 756 - Accident.,0.0,US-90 E,R,Houston,Harris,TX,77079,US,US/Central,KSGR,2020-03-26 13:53:00,85.0,85.0,63.0,29.78,10.0,SSE,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
845471,A-3568754,3,2020-03-06 07:33:03,2020-03-06 08:02:24,32.64516,-96.78961,32.64236,-96.81091,1.254,At Houston School Rd/Exit 468 - Accident.,0.0,LBJ Fwy W,R,Dallas,Dallas,TX,75241,US,US/Central,KRBD,2020-03-06 07:53:00,49.0,47.0,52.0,29.78,10.0,N,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
885858,A-3609158,3,2020-03-30 16:24:07,2020-03-30 17:24:07,32.7363,-97.6386,32.7363,-97.6386,0.0,At Mikus Rd/Exit 415 - Accident. Left lane blocked.,0.0,I-20 W,R,Weatherford,Parker,TX,76087,US,US/Central,KGDJ,2020-03-30 16:15:00,57.0,57.0,91.0,29.09,4.0,ESE,6.0,0.0,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
869537,A-3592834,3,2020-03-22 11:04:10,2020-03-22 12:04:10,32.90153,-96.8979,32.90153,-96.8979,0.0,At I-635/Exit 440 - Accident. Right lane blocked.,0.0,I-35E N,R,Dallas,Dallas,TX,75229,US,US/Central,KDAL,2020-03-22 10:53:00,56.0,56.0,93.0,29.64,5.0,ESE,5.0,0.0,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1000116,A-3723443,3,2020-02-12 15:10:39,2020-02-12 15:38:15,32.75797,-97.31908,32.75204,-97.3199,0.412,At TX-280-spur - Accident. Three lanes blocked.,0.0,I-35W S,R,Fort Worth,Tarrant,TX,76102,US,US/Central,KFTW,2020-02-12 15:25:00,45.0,40.0,82.0,29.1,10.0,W,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
996091,A-3719418,4,2020-02-09 16:23:34,2020-02-09 16:51:41,32.69914,-96.62644,32.70032,-96.62576,0.091,Closed at Seagoville Rd/Exit 1 - Road closed due to accident.,0.0,LBJ Fwy N,R,Balch Springs,Dallas,TX,75180,US,US/Central,KHQZ,2020-02-09 16:50:00,68.0,68.0,83.0,29.46,6.0,SSE,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
854237,A-3577526,3,2020-03-13 08:17:49,2020-03-13 08:47:07,32.67614,-97.01409,32.67618,-97.03483,1.206,At TX-161/George Bush Tpke/Exit 455 - Accident. Heavy rain.,0.0,I-20 W,R,Grand Prairie,Dallas,TX,75052,US,US/Central,KGPM,2020-03-13 07:50:00,63.0,63.0,100.0,29.37,1.0,N,9.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1007967,A-3731294,3,2020-02-18 23:42:46,2020-02-19 00:12:06,29.77378,-95.36763,29.75826,-95.37473,1.154,Between I-10/US-90/Exit 48 and Allen Pky/Houston Ave/Exit 47 - Accident.,0.0,Crockett St,R,Houston,Harris,TX,77007,US,US/Central,KMCJ,2020-02-18 23:53:00,63.0,63.0,78.0,30.07,10.0,NNW,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
885933,A-3609233,3,2020-03-30 23:16:29,2020-03-31 00:16:29,32.83732,-97.07063,32.83732,-97.07063,0.0,At TX-10 - Accident.,0.0,Airport Fwy W,R,Euless,Tarrant,TX,76039,US,US/Central,KDFW,2020-03-30 22:53:00,54.0,54.0,97.0,29.29,10.0,N,10.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
993749,A-3717076,3,2020-02-07 13:39:54,2020-02-07 18:22:33,29.53213,-95.8142,29.53463,-95.85666,2.558,Between TX-36 and TX-529-spur - Fuel spillage accident. Roadway reduced to 1 lane.,0.0,I-69 S,R,Rosenberg,Fort Bend,TX,77471,US,US/Central,KSGR,2020-02-07 13:53:00,71.0,71.0,39.0,29.82,10.0,SW,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
881480,A-3604779,2,2020-03-27 18:29:23,2020-03-27 18:44:23,30.31131,-97.70936,30.31131,-97.70936,0.0,At 51st St/Cameron Rd/Exit 237 - Accident.,0.0,I-35 N,R,Austin,Travis,TX,78723,US,US/Central,KATT,2020-03-27 18:51:00,84.0,84.0,55.0,28.98,10.0,S,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1020561,A-3743899,3,2020-01-02 15:42:35,2020-01-02 16:10:10,29.73215,-95.26633,29.71491,-95.26631,1.191,Between Ship Channel Brg and TX-225/Exit 30 - Accident.,0.0,I-610 S,R,Houston,Harris,TX,77029,US,US/Central,KHOU,2020-01-02 15:53:00,65.0,65.0,87.0,29.56,10.0,S,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
885846,A-3609146,3,2020-03-30 15:44:00,2020-03-30 16:44:00,33.04337,-97.0069,33.04337,-97.0069,0.0,At FM-1171/Exit 452 - Accident. Right lane blocked.,0.0,I-35E N,R,Lewisville,Denton,TX,75067,US,US/Central,KDFW,2020-03-30 15:40:00,54.0,54.0,97.0,29.24,8.0,ESE,18.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
872514,A-3595811,3,2020-03-23 21:12:08,2020-03-23 21:40:17,32.6927,-96.84634,32.66745,-96.86566,2.075,Between S Polk St and Camp Wisdom Rd - Accident.,5223.0, Marvin D Love Fwy,R,Dallas,Dallas,TX,75224,US,US/Central,KRBD,2020-03-23 20:53:00,67.0,67.0,90.0,29.17,4.0,SE,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
877203,A-3600500,2,2020-03-25 09:43:22,2020-03-25 10:28:22,29.78461,-95.26477,29.78461,-95.26477,0.0,At I-610/US-90/Loop Fwy - Accident.,0.0,Gellhorn Dr,R,Houston,Harris,TX,77029,US,US/Central,KHOU,2020-03-25 09:53:00,74.0,74.0,79.0,29.9,8.0,W,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
951866,A-3675193,3,2020-03-05 08:39:50,2020-03-05 09:09:18,32.81198,-96.85786,32.813,-96.86425,0.378,At TX-356/Exit 432 - Accident. Two lanes blocked.,0.0,Stemmons Fwy N,R,Dallas,Dallas,TX,75247,US,US/Central,KDAL,2020-03-05 08:53:00,52.0,52.0,69.0,29.71,10.0,NNW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
975863,A-3699190,2,2020-01-24 14:48:04,2020-01-24 15:16:21,29.77746,-95.42557,29.77823,-95.43462,0.545,At Westcott St/Exit 764 - Accident.,0.0,I-10 W,R,Houston,Harris,TX,77007,US,US/Central,KMCJ,2020-01-24 14:53:00,67.0,67.0,26.0,30.06,10.0,NW,10.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
885729,A-3609029,3,2020-03-30 09:45:53,2020-03-30 10:14:37,32.92022,-96.74992,32.91806,-96.74574,0.285,At TX-5/Greenville Ave/Exit 18 - Accident. Two lanes blocked.,0.0,LBJ Fwy E,R,Dallas,Dallas,TX,75243,US,US/Central,KADS,2020-03-30 09:47:00,63.0,63.0,55.0,29.41,10.0,E,15.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
864155,A-3587449,2,2020-03-19 19:30:57,2020-03-19 20:15:57,31.78366,-106.44114,31.78366,-106.44114,0.0,At Trowbridge Dr - Accident. Left lane blocked.,0.0,US-54 E,R,El Paso,El Paso,TX,79903,US,US/Mountain,KELP,2020-03-19 19:40:00,59.0,59.0,31.0,26.15,10.0,WNW,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
1006597,A-3729924,3,2020-02-17 19:26:05,2020-02-17 19:55:55,29.78292,-95.45165,29.79083,-95.45154,0.547,Ramp to I-610 Northbound and I-610 Frontage Northbound - Accident.,0.0,I-610 N,R,Houston,Harris,TX,77024,US,US/Central,KMCJ,2020-02-17 19:34:00,72.0,72.0,84.0,29.82,8.0,SSE,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
978961,A-3702288,3,2020-01-26 17:57:19,2020-01-26 18:24:59,32.79409,-96.79255,32.79777,-96.79286,0.255,At TX-366/Exit 1 - Accident.,0.0,US-75 N,R,Dallas,Dallas,TX,75204,US,US/Central,KDAL,2020-01-26 17:53:00,61.0,61.0,67.0,29.45,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
963673,A-3687000,3,2020-01-15 07:31:43,2020-01-15 07:59:11,29.7717,-95.45596,29.78491,-95.45188,0.945,At I-10/Exit 11 - Accident.,0.0,I-610 N,R,Houston,Harris,TX,77024,US,US/Central,KMCJ,2020-01-15 07:28:00,71.0,71.0,93.0,30.02,7.0,S,8.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
858101,A-3581390,2,2020-03-16 09:15:32,2020-03-16 09:44:08,32.74514,-96.81326,32.7425,-96.81835,0.348,At Marsalis Ave/Exit 425 - Accident.,0.0,US-67 S,R,Dallas,Dallas,TX,75203,US,US/Central,KRBD,2020-03-16 08:53:00,53.0,53.0,93.0,29.44,7.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
877210,A-3600507,4,2020-03-25 11:52:53,2020-03-25 12:27:51,33.31948,-97.18033,33.29416,-97.17793,1.755,Closed between I-35 BR/Exit 477 and FM-3163/Milam Rd - Road closed due to accident.,0.0,I-35 S,R,Sanger,Denton,TX,76266,US,US/Central,KDTO,2020-03-25 11:53:00,78.0,78.0,42.0,29.22,10.0,SSE,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
863835,A-3587129,3,2020-03-19 23:16:47,2020-03-19 23:44:44,32.79503,-96.71833,32.79427,-96.72527,0.406,At Ferguson Rd/Exit 50 - Accident.,0.0,US-67 S,R,Dallas,Dallas,TX,75228,US,US/Central,KDAL,2020-03-19 22:53:00,67.0,67.0,84.0,29.5,10.0,SSE,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
872753,A-3596050,1,2020-03-23 17:29:57,2020-03-23 17:44:57,31.74378,-106.28671,31.74378,-106.28671,0.0,At Vista Del Sol Dr - Accident.,0.0,N Zaragoza Rd,R,El Paso,El Paso,TX,79936,US,US/Mountain,KELP,2020-03-23 17:42:00,79.0,79.0,10.0,26.05,6.0,WSW,23.0,0.0,Fair / Windy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
882778,A-3606078,2,2020-03-28 00:54:34,2020-03-28 01:54:34,30.22058,-97.83702,30.22058,-97.83702,0.0,At W William Cannon Dr - Accident.,4075.0, W William Cannon Dr,R,Austin,Travis,TX,78749-1530,US,US/Central,KATT,2020-03-28 00:51:00,75.0,75.0,82.0,29.05,10.0,S,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
1014291,A-3737622,3,2020-02-24 03:51:45,2020-02-24 04:18:59,32.75926,-97.0016,32.75971,-97.03694,2.054,Between Belt Line Rd/Exit 34 and TX-161/President George Bush Tpke/Exit 32 - Accident.,0.0,Tom Landry Fwy,R,Grand Prairie,Dallas,TX,75050,US,US/Central,KGPM,2020-02-24 03:55:00,59.0,59.0,100.0,29.13,10.0,SSW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
868401,A-3591697,3,2020-03-21 18:13:39,2020-03-21 18:40:31,29.77042,-96.03842,29.77358,-96.02535,0.814,At Peach Ridge Rd/Exit 729/Exit 730 - Accident. Left lane blocked.,0.0,I-10 E,R,Sealy,Austin,TX,77474,US,US/Central,KTME,2020-03-21 18:15:00,59.0,59.0,100.0,30.0,10.0,ENE,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
854246,A-3577535,3,2020-03-13 17:32:06,2020-03-13 18:02:02,32.86174,-96.65757,32.86653,-96.66512,0.549,At Northwest Hwy/Exit 11 - Accident.,0.0,I-635 W,R,Dallas,Dallas,TX,75228,US,US/Central,KDAL,2020-03-13 17:53:00,71.0,71.0,81.0,29.45,9.0,E,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
988000,A-3711327,3,2020-02-04 10:21:21,2020-02-04 10:50:49,32.86174,-96.65757,32.86653,-96.66512,0.549,At Northwest Hwy/Exit 11 - Accident. Two lanes blocked.,0.0,I-635 W,R,Dallas,Dallas,TX,75228,US,US/Central,KDAL,2020-02-04 09:53:00,47.0,39.0,90.0,29.35,2.0,NNW,24.0,0.0,Fog / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
879299,A-3602597,4,2020-03-26 18:10:04,2020-03-26 19:10:04,32.71118,-97.22962,32.71118,-97.22962,0.0,At Ramey Ave/Exit 30 - Accident. Right lane blocked.,0.0,E Loop 820,R,Fort Worth,Tarrant,TX,76119,US,US/Central,KFWS,2020-03-26 17:47:00,75.0,75.0,73.0,28.99,7.0,SSE,8.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
971224,A-3694551,4,2020-01-20 07:53:24,2020-01-20 08:22:20,29.05394,-95.51629,29.05387,-95.50666,0.582,Closed at FM-2004 - Road closed due to accident.,2590.0, Highway 332 W,L,Lake Jackson,Brazoria,TX,77566-3513,US,US/Central,KLBX,2020-01-20 07:53:00,41.0,36.0,76.0,30.54,10.0,N,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1016556,A-3739888,2,2020-02-26 10:09:01,2020-02-26 10:38:44,32.71821,-96.82807,32.72263,-96.82679,0.314,At Illinois Ave/Exit 424 - Accident.,0.0,US-77 N,R,Dallas,Dallas,TX,75224,US,US/Central,KRBD,2020-02-26 09:53:00,41.0,31.0,51.0,29.68,10.0,NNW,22.0,0.0,Cloudy / Windy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
866669,A-3589964,3,2020-03-20 14:15:58,2020-03-20 14:45:58,30.24703,-97.80381,30.23246,-97.7938,1.171,Between Walsh Tarlton Ln and US-290/TX-71/Ben White Blvd W - Accident.,0.0,S Capital of Texas Hwy,R,Austin,Travis,TX,78746,US,US/Central,KATT,2020-03-20 14:14:00,56.0,56.0,87.0,29.58,8.0,N,9.0,0.03,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
882851,A-3606151,3,2020-03-28 18:56:09,2020-03-28 19:56:09,32.79443,-96.81486,32.79443,-96.81486,0.0,At Hi Line Dr/Exit 429 - Accident. Two lanes blocked.,0.0,US-77 S,R,Dallas,Dallas,TX,75207,US,US/Central,KDAL,2020-03-28 18:53:00,73.0,73.0,24.0,29.35,10.0,NW,12.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
1010270,A-3733597,3,2020-02-20 10:36:02,2020-02-20 11:05:56,32.7652,-96.92896,32.76616,-96.91208,0.983,At TX-12-LOOP/Exit 38 - Accident. Two lanes blocked.,0.0,Tom Landry Fwy,R,Grand Prairie,Dallas,TX,75050,US,US/Central,KGPM,2020-02-20 10:50:00,46.0,40.0,71.0,29.88,10.0,NNE,15.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
863845,A-3587139,3,2020-03-19 23:22:38,2020-03-19 23:37:38,32.8169,-96.6285,32.8169,-96.6285,0.0,At I-30/Exit 8 - Accident. Left lane blocked.,0.0,LBJ Fwy N,R,Mesquite,Dallas,TX,75150,US,US/Central,KHQZ,2020-03-19 23:15:00,64.0,64.0,99.0,29.55,10.0,S,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
866790,A-3590085,3,2020-03-20 17:52:40,2020-03-20 18:37:40,29.87186,-95.32912,29.87186,-95.32912,0.0,At Jensen Dr - Accident. Two lanes blocked.,0.0,US-59 N,R,Houston,Harris,TX,77093,US,US/Central,KIAH,2020-03-20 17:53:00,66.0,66.0,90.0,30.09,7.0,NNE,16.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
950727,A-3674050,3,2020-03-04 12:21:46,2020-03-04 12:48:04,29.73202,-95.34244,29.73713,-95.34964,0.558,Between FM-518/Cullen Blvd/Exit 44 and Scott St/Exit 45 - Accident.,0.0,I-45 N,R,Houston,Harris,TX,77003,US,US/Central,KMCJ,2020-03-04 11:53:00,78.0,78.0,76.0,29.68,8.0,SSW,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
863839,A-3587133,3,2020-03-19 22:06:17,2020-03-19 22:36:05,32.75908,-96.9174,32.77159,-96.91534,0.873,At I-30 - Accident. Three lanes blocked.,0.0,Loop 12 N,R,Dallas,Dallas,TX,75211,US,US/Central,KRBD,2020-03-19 21:53:00,66.0,66.0,87.0,29.26,10.0,S,9.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
869588,A-3592885,2,2020-03-22 16:50:58,2020-03-22 17:20:58,32.7079,-96.82973,32.7079,-96.82973,0.0,At Kiest Blvd/Exit 422 - Accident. Left lane blocked.,0.0,Marvin D Love Fwy N,R,Dallas,Dallas,TX,75224,US,US/Central,KRBD,2020-03-22 16:53:00,60.0,60.0,86.0,29.3,10.0,S,7.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
881633,A-3604932,1,2020-03-27 17:31:32,2020-03-27 18:16:32,31.75906,-106.35557,31.75906,-106.35557,0.0,At FM-2316/McRae Blvd/Exit 28A - Accident.,0.0,McRae Blvd,R,El Paso,El Paso,TX,79925,US,US/Mountain,KELP,2020-03-27 17:42:00,72.0,72.0,11.0,25.85,4.0,WSW,26.0,0.0,Blowing Dust / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
886111,A-3609411,1,2020-03-30 19:11:28,2020-03-30 19:56:28,31.82581,-106.43873,31.82581,-106.43873,0.0,At US-54/Patriot Fwy/Exit 20A - Accident.,4474.0, Fred Wilson Ave,R,El Paso,El Paso,TX,79906-3109,US,US/Mountain,KELP,2020-03-30 18:41:00,68.0,68.0,15.0,26.15,10.0,W,14.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
872377,A-3595674,3,2020-03-23 07:12:10,2020-03-23 07:27:10,32.67827,-96.68083,32.67827,-96.68083,0.0,At Dowdy Ferry Rd/Exit 476 - Accident. Left lane blocked.,0.0,LBJ Fwy E,R,Dallas,Dallas,TX,75217,US,US/Central,KHQZ,2020-03-23 06:50:00,59.0,59.0,100.0,29.58,0.5,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
885723,A-3609023,3,2020-03-30 10:04:38,2020-03-30 10:31:59,32.9072,-96.72877,32.90909,-96.73185,0.221,At Forest Ln/Exit 17 - Accident. Two lanes blocked.,0.0,I-635 W,R,Dallas,Dallas,TX,75243,US,US/Central,KADS,2020-03-30 09:47:00,63.0,63.0,55.0,29.41,10.0,E,15.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
967144,A-3690471,3,2020-01-17 09:33:54,2020-01-17 10:01:33,29.72994,-95.45142,29.72989,-95.44931,0.127,At Newcastle Dr - Accident.,3678.0, Newcastle Dr,R,Houston,Harris,TX,77027-6720,US,US/Central,KMCJ,2020-01-17 09:53:00,65.0,65.0,90.0,30.21,6.0,E,16.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
868435,A-3591731,4,2020-03-21 22:05:19,2020-03-21 22:50:19,29.9492,-95.07762,29.9492,-95.07762,0.0,Closed at 1st St - Road closed due to accident.,18684.0, FM 2100 Rd,R,Crosby,Harris,TX,77532,US,US/Central,KIAH,2020-03-21 21:53:00,60.0,60.0,93.0,30.09,2.0,NE,7.0,0.18,Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
866760,A-3590055,2,2020-03-20 16:51:19,2020-03-20 18:26:17,30.19294,-97.77888,30.19294,-97.77888,0.0,At William Cannon Dr - Accident.,0.0,S Congress Ave,R,Austin,Travis,TX,78745,US,US/Central,KATT,2020-03-20 16:51:00,53.0,53.0,86.0,29.56,10.0,NNW,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
868425,A-3591721,3,2020-03-21 21:13:10,2020-03-21 21:43:10,32.94703,-96.90596,32.94707,-96.90599,0.003,At Belt Line Rd - Accident. Right lane blocked.,0.0,Crosby Rd,R,Carrollton,Dallas,TX,75006,US,US/Central,KADS,2020-03-21 20:47:00,54.0,54.0,82.0,29.55,8.0,ESE,13.0,0.0,Rain,False,False,False,False,True,False,False,False,False,False,False,True,False,Night,Night,Night,Night
987965,A-3711292,3,2020-02-03 05:34:48,2020-02-03 06:02:35,32.97666,-96.92493,32.9929,-96.94663,1.685,Between Sandy Lake Rd/Exit 444 and Frankford Rd/Exit 446 - Accident. Three lanes blocked.,0.0,Stemmons Fwy N,R,Carrollton,Dallas,TX,75006,US,US/Central,KADS,2020-02-03 05:47:00,55.0,55.0,72.0,29.09,10.0,S,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1012516,A-3735845,4,2020-02-22 14:59:19,2020-02-22 15:27:05,29.77144,-95.20082,29.77097,-95.15466,2.769,Closed between Normandy St/Exit 778 and Sam Houston Pky/Beltway 8 - Road closed due to accident.,0.0,I-10 E,R,Houston,Harris,TX,77015,US,US/Central,KHOU,2020-02-22 14:53:00,62.0,62.0,44.0,30.27,10.0,E,10.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1003088,A-3726415,4,2020-02-14 07:41:29,2020-02-14 08:10:36,32.71478,-96.92258,32.72038,-96.9182,0.463,Closed at Mountain Creek Pky - Road closed due to accident.,0.0,Spur 408 N,R,Dallas,Dallas,TX,75211,US,US/Central,KRBD,2020-02-14 07:53:00,31.0,26.0,67.0,29.71,10.0,NNE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1015391,A-3738722,3,2020-02-25 23:02:16,2020-02-25 23:31:21,31.01779,-97.4814,30.99494,-97.49672,1.821,Between Shanklin Rd/Exit 290 and Tahuaya Rd/Exit 289 - Accident.,0.0,I-35 S,R,Belton,Bell,TX,76513,US,US/Central,KTPL,2020-02-25 22:51:00,50.0,50.0,39.0,29.47,10.0,NNW,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
